value,date,filename,description,operating country,listing country,currency,sector,industry
72457.5716000,11-30-2025,INFY,Infosys Ltd ADR,India,United States,USD,Information Technology,IT Services
72333.0000000,11-30-2025,NRDBY,Nordea Bank AB ADR,Sweden,United States,USD,Finance,Banks
72127.4040000,11-30-2025,GLW,Corning Inc.,United States,United States,USD,Materials,Wood & Paper
71989.1415000,11-30-2025,KDDIY,KDDI Corp Unsponsored ADR,Japan,United States,USD,Utilities & Telecommunications,Telephone
71528.1484000,11-30-2025,COR,Cencora Inc,United States,United States,USD,Consumer Staples,Retail - Food & Drug
71336.7174000,11-30-2025,B,Barrick Mining Corporation,United States,United States,USD,Materials,Gold & Silver
70890.2850000,11-30-2025,EPD,Enterprise Products Partners LP,United States,United States,USD,Energy,Oil & Gas Production
70857.2185000,11-30-2025,DB,Deutsche Bank AG (NYSE) ADR,Germany,United States,USD,Finance,Banks
70479.3408000,11-30-2025,CNQ,"Canadian Natural Resources, Ltd",Canada,United States,USD,Energy,Oil & Gas Production
70098.3708000,11-30-2025,COIN,Coinbase Global Inc,United States,United States,USD,Finance,General Finance
69996.9216000,11-30-2025,GM,General Motors Co,United States,United States,USD,Consumer Discretionary,Automobiles & Motorcycles
69769.1808000,11-30-2025,NET,Cloudflare Inc,United States,United States,USD,Information Technology,Software
69701.6000000,11-30-2025,AMX,America Movil SAB de CV,United States,United States,USD,Utilities & Telecommunications,Telephone
69271.7688000,11-30-2025,PWR,"Quanta Services, Inc.",United States,United States,USD,Industrials,Construction & Engineering
68616.6642000,11-30-2025,CMI,Cummins Inc,United States,United States,USD,Industrials,Machinery
68313.2736000,11-30-2025,ANZGY,ANZ Group Holdings Ltd,Australia,United States,USD,Finance,Banks
68212.1800000,11-30-2025,TKOMY,"Tokio Marine Holdings Inc, ADR",Japan,United States,USD,Finance,Insurance
67770.4732000,11-30-2025,RSG,Republic Services Inc.,United States,United States,USD,Industrials,Commercial Services & Supplies
67463.7643000,11-30-2025,EQNR,Equinor ASA,United States,United States,USD,Energy,Oil & Gas Production
67036.2057000,11-30-2025,HLT,Hilton Worldwide Holdings Inc,United States,United States,USD,Consumer Discretionary,Hotels & Travel
66904.2312000,11-30-2025,JAPAY,Japan Tobacc ADR,United States,United States,USD,Consumer Staples,Tobacco
66353.6574000,11-30-2025,AZO,AutoZone Inc.,United States,United States,USD,Consumer Discretionary,Retail - Specialty
66192.1960000,11-30-2025,AEP,American Electric Power Company Inc,United States,United States,USD,Utilities & Telecommunications,Utilities - Electric
65931.5718000,11-30-2025,TRV,"Travelers Companies, Inc. (The) (St. Paul Fire and Marine Insurance)",United States,United States,USD,Finance,Insurance
65920.9408000,11-30-2025,CSX,CSX Corp,United States,United States,USD,Transports,Railroads
65813.7330000,11-30-2025,CP,Canadian Pacific Kansas City Limited,United States,United States,USD,Transports,Railroads
65609.2558000,11-30-2025,NSC,Norfolk Southern Corp.,United States,United States,USD,Transports,Railroads
65049.4528000,11-30-2025,FDX,FedEx Corporation,United States,United States,USD,Transports,Airlines & Air Services
64972.8058000,11-30-2025,CL,Colgate-Palmolive Co.,United States,United States,USD,Consumer Staples,Personal Products
64914.7600000,11-30-2025,ADSK,"Autodesk, Inc.",United States,United States,USD,Information Technology,Software
64858.4316000,11-30-2025,SNPS,Synopsys Inc.,United States,United States,USD,Information Technology,Software
64432.4925000,11-30-2025,BAESY,BAES Systems Plc Sponsored ADR,United Kingdom,United States,USD,Industrials,Aerospace & Defense
64417.6490000,11-30-2025,OVCHY,Oversea-Chinese Banking Corp Ltd Unsponsored ADR,Singapore,United States,USD,Finance,Banks
63607.7846400,11-30-2025,OEZVF,Verbund AG,United States,United States,USD,Utilities & Telecommunications,Utilities - Electric
63489.7680000,11-30-2025,AJG,Arthur J. Gallagher & Co Inc,United States,United States,USD,Finance,Insurance
63163.8374000,11-30-2025,E,ENI S.p.A.,Italy,United States,USD,Energy,Energy Equipment & Services
62532.0000000,11-30-2025,DHLGY,Deutsche Post AG,United States,United States,USD,Transports,Airlines & Air Services
62265.8664000,11-30-2025,LSEGY,London Stock Exchange Group PLC,United States,United States,USD,Finance,Consumer Finance
62167.4851000,11-30-2025,FTNT,Fortinet Inc,United States,United States,USD,Information Technology,Communications Equipment
62051.1892000,11-30-2025,ENGIY,Engie ADR,United States,United States,USD,Utilities & Telecommunications,Utilities - Gas
61801.9584000,11-30-2025,SRE,"Sempra Energy, Inc.",United States,United States,USD,Utilities & Telecommunications,Utilities - Multiline
61709.3946000,11-30-2025,FCX,"Freeport-McMoRan Copper & Gold, Inc",United States,United States,USD,Materials,Copper & Zinc
61608.4587000,11-30-2025,BMWKY,Bayerische Motoren Werke AG,United States,United States,USD,Consumer Discretionary,Automobiles & Motorcycles
61588.6880000,11-30-2025,MSI,Motorola Solutions Inc,United States,United States,USD,Information Technology,Communications Equipment
61297.2009000,11-30-2025,RBLX,Roblox Corp. Class A,United States,United States,USD,Information Technology,Software
60922.1620000,11-30-2025,VLVLY,Volvo AB,Sweden,United States,USD,Consumer Discretionary,Automobiles & Motorcycles
60882.5539000,11-30-2025,DANOY,Danone S.A. Sponsored ADR,France,United States,USD,Consumer Staples,Food Products
60831.6168000,11-30-2025,SPG,"Simon Property Group, Inc.",United States,United States,USD,Real Estate,Real Estate Investment Trusts
60808.0700000,11-30-2025,TRI,Thomson Reuters Corp,United States,United States,USD,Communications,Publishing
60706.9524000,11-30-2025,KMI,Kinder Morgan Inc. (DE),United States,United States,USD,Utilities & Telecommunications,Utilities - Gas
60606.3800000,11-30-2025,SGAPY,Singapore Telecommunications Ltd  ADR,Singapore,United States,USD,Utilities & Telecommunications,Telephone
60601.3452000,11-30-2025,VST,Vistra Energy Corp,United States,United States,USD,Energy,Oil & Gas Production
60237.9288000,11-30-2025,IDXX,IDEXX Laboratories Inc.,United States,United States,USD,Health Care,Health Care Supplies
59892.7722000,11-30-2025,PYPL,PayPal Holdings Inc,United States,United States,USD,Communications,Internet
59663.3450000,11-30-2025,MFC,Manulife Financial Corp,Canada,United States,USD,Finance,Insurance
59527.5531000,11-30-2025,CNI,Canadian National Railway Co.,Canada,United States,USD,Transports,Railroads
59351.3505000,11-30-2025,SHECY,Shin-Etsu Chemical Co Ltd. ADR,Japan,United States,USD,Materials,Chemicals
59147.2284000,11-30-2025,ALNY,Alnylam Pharmaceuticals Inc,United States,United States,USD,Health Care,Pharmaceuticals
59068.1254000,11-30-2025,CSLLY,Csl Ltd ADR,United States,United States,USD,Health Care,Biotechnology & Life Sciences
58997.0973000,11-30-2025,AFL,AFLAC Inc.,United States,United States,USD,Finance,Insurance
58897.7946000,11-30-2025,MPC,Marathon Petroleum Corp,United States,United States,USD,Energy,Oil & Gas Production
58885.0215000,11-30-2025,EOG,EOG Resources Inc,United States,United States,USD,Energy,Oil & Gas Production
58530.6128000,11-30-2025,WMMVY,Wal-Mart de Mexico SA ADR (New),Mexico,United States,USD,Consumer Discretionary,Retail - General
58292.8648000,11-30-2025,CRARY,Credit Agricole SA Unsponsored ADR,France,United States,USD,Finance,Banks
58096.6775000,11-30-2025,APD,Air Products & Chemicals Inc,United States,United States,USD,Materials,Chemicals
57682.0652000,11-30-2025,ROST,Ross Stores Inc. (DE),United States,United States,USD,Consumer Discretionary,Retail - Specialty
57570.5400000,11-30-2025,WDAY,Workday Inc,United States,United States,USD,Communications,Internet
57485.0174400,11-30-2025,HKXCY,Hong Kong Exchanges & Clearing Ltd Unsponsored ADR,Hong Kong,United States,USD,Finance,Corporate Finance
57360.0828000,11-30-2025,ET,Energy Transfer Equity LP,United States,United States,USD,Energy,Oil & Gas Production
57236.9161000,11-30-2025,VALE,Companhia Vale de Rio Doce S.A. ADR,Brazil,United States,USD,Materials,Gold & Silver
57140.9280000,11-30-2025,MIELY,Mitsubishi Electrical Corp ADR,Japan,United States,USD,Industrials,Electrical Equipment
56982.5704000,11-30-2025,WDC,Western Digital Corp,United States,United States,USD,Information Technology,Computers & Peripherals
56922.4800000,11-30-2025,TRP,TC Energy Corp,United States,United States,USD,Energy,Oil & Gas Production
56806.8124000,11-30-2025,ZTS,"Zoetis, Inc.",United States,United States,USD,Health Care,Health Care Supplies
56474.8753000,11-30-2025,GLNCY,Glencore Plc ADR,Sweden,United States,USD,Materials,Copper & Zinc
56122.3598000,11-30-2025,ALL,Allstate Corp (The),United States,United States,USD,Finance,Insurance
55813.1760000,11-30-2025,ARGX,Argenx SE ADS ADR,Netherlands,United States,USD,Health Care,Biotechnology & Life Sciences
55803.4875000,11-30-2025,DDOG,Datadog Inc,United States,United States,USD,Information Technology,Software
55611.9526000,11-30-2025,BDX,"Becton, Dickinson and Co.",United States,United States,USD,Health Care,Health Care Supplies
55366.0731000,11-30-2025,MPLX,MPLX L.P.,United States,United States,USD,Energy,Oil & Gas Production
55356.0420000,11-30-2025,PCAR,PACCAR Inc.,United States,United States,USD,Industrials,Machinery
55348.2752000,11-30-2025,PSX,Phillips 66 (New),United States,United States,USD,Energy,Oil & Gas Production
55162.0608000,11-30-2025,IFNNY,Infineon Tech Ag ADS,United States,United States,USD,Information Technology,Semiconductors
54962.6000000,11-30-2025,SCGLY,Societe Generale Sponsored ADR,France,United States,USD,Finance,Banks
54912.8291000,11-30-2025,DSDVY,Dsv A/S,United States,United States,USD,Transports,Trucking
54910.4940000,11-30-2025,VLO,Valero Energy Corp.,United States,United States,USD,Energy,Oil & Gas Production
54608.9260000,11-30-2025,DLR,"Digital Realty Trust, Inc.",United States,United States,USD,Real Estate,Real Estate Investment Trusts
54139.9156000,11-30-2025,SU,"Suncor Energy, Inc.",Canada,United States,USD,Energy,Oil & Gas Production
54129.5136000,11-30-2025,SLB,Schlumberger NV,United States,United States,USD,Energy,Energy Equipment & Services
53569.8011000,11-30-2025,D,Dominion Energy Inc,United States,United States,USD,Utilities & Telecommunications,Utilities - Electric
53367.1992000,11-30-2025,CMPGY,Compass Group plc,United States,United States,USD,Consumer Discretionary,Hotels & Travel
53301.4600000,11-30-2025,NPSNY,Naspers Ltd ADR,South Africa,United States,USD,Communications,Broadcasting
53207.8592000,11-30-2025,OVV,Ovintiv Inc. (Pan Canadian Energy - Encana Corp.),United States,United States,USD,Energy,Oil & Gas Production
53002.9060000,11-30-2025,HCMLY,Holcim AG,United States,United States,USD,Materials,Construction Materials
52852.5408000,11-30-2025,F,Ford Motor Co.,United States,United States,USD,Consumer Discretionary,Automobiles & Motorcycles
52713.6555000,11-30-2025,SSREY,Swiss Re Ltd ADR,Switzerland,United States,USD,Finance,Insurance
52694.6175600,11-30-2025,UCBJY,"UCB S.A., Unsponsored ADR",Belgium,United States,USD,Health Care,Pharmaceuticals
52673.3991000,11-30-2025,O,Realty Income Corp.,United States,United States,USD,Real Estate,Real Estate Investment Trusts
52624.1088000,11-30-2025,RBGLY,Reckitt Benckiser Group PLC ADR,United Kingdom,United States,USD,Consumer Staples,Household Products
52448.6812000,11-30-2025,URI,"United Rentals, Inc.",United States,United States,USD,Industrials,Distributors
52169.8960000,11-30-2025,NDAQ,Nasdaq Inc,United States,United States,USD,Finance,Corporate Finance
51632.6976000,11-30-2025,HOCPY,Hoya Corp. ADR,Japan,United States,USD,Materials,Wood & Paper
51483.2985000,11-30-2025,KBCSY,KBC Group NV ADR,Belgium,United States,USD,Finance,Banks
51420.8128000,11-30-2025,BHKLY,BOC Hong Kong Holdings Ltd. ADR,Hong Kong,United States,USD,Finance,Banks
51337.6512000,11-30-2025,CPNG,Coupang Inc,"Korea, Republic of",United States,USD,Consumer Discretionary,Retail - Internet & Media
51244.4635000,11-30-2025,ARES,Ares Management LP,United States,United States,USD,Finance,Corporate Finance
50967.2235000,11-30-2025,DEO,Diageo Plc ADR,United Kingdom,United States,USD,Consumer Staples,Beverages
50914.6968000,11-30-2025,MET,MetLife Inc.,United States,United States,USD,Finance,Insurance
50883.9570000,11-30-2025,EW,Edwards Lifesciences Corp.,United States,United States,USD,Health Care,Health Care Supplies
50728.0200000,11-30-2025,DBOEY,Deutsche Boerse AG Unsponsored ADR,Germany,United States,USD,Finance,Corporate Finance
50549.9263000,11-30-2025,EA,"Electronic Arts, Inc.",United States,United States,USD,Information Technology,Software
50428.7308000,11-30-2025,CAH,"Cardinal Health, Inc.",United States,United States,USD,Health Care,Health Care Services
50239.3890000,11-30-2025,MSTR,Strategy Inc,United States,United States,USD,Information Technology,Software
49958.2980000,11-30-2025,WPM,Wheaton Precious Metals Corp,United States,United States,USD,Materials,Gold & Silver
49937.9250000,11-30-2025,FJTSY,Fujitsu Ltd ADR,Japan,United States,USD,Information Technology,Computers & Peripherals
49590.6840000,11-30-2025,IMO,Imperial Oil Ltd. (ASE),Canada,United States,USD,Energy,Integrated Oil & Gas
49491.1760000,11-30-2025,BKR,Baker Hughes Co,United States,United States,USD,Energy,Energy Equipment & Services
49427.5561600,11-30-2025,LBLCF,Loblaw Companies Ltd.,Canada,United States,USD,Consumer Staples,Retail - Food & Drug
48900.7264000,11-30-2025,ADYEY,Adyen N.V.,United States,United States,USD,Information Technology,IT Services
48744.8089000,11-30-2025,FER,Ferrovial SE,United States,United States,USD,Industrials,Construction & Engineering
48562.3173000,11-30-2025,XEL,Xcel Energy Inc. (Northern States Power Co. (MN)),United States,United States,USD,Utilities & Telecommunications,Utilities - Multiline
48168.0430000,11-30-2025,PSA,"Public Storage, Inc.",United States,United States,USD,Real Estate,Real Estate Investment Trusts
48152.5165000,11-30-2025,CBRE,CBRE Group Inc Common Stock Class A,United States,United States,USD,Real Estate,Real Estate Management & Development
48127.9337000,11-30-2025,LZAGY,Lonza Group AG Unsponsored ADR,Switzerland,United States,USD,Health Care,Biotechnology & Life Sciences
48112.5000000,11-30-2025,ODTC,Odonate Inc,United States,United States,USD,Health Care,Pharmaceuticals
48017.7342000,11-30-2025,ROP,Roper Technologies Inc,United States,United States,USD,Industrials,Electrical Equipment
47590.7288000,11-30-2025,EXC,Exelon Corp,United States,United States,USD,Utilities & Telecommunications,Utilities - Multiline
47404.0612000,11-30-2025,DHI,"D.R. Horton, Inc.",United States,United States,USD,Consumer Discretionary,Household Durables
47259.7066000,11-30-2025,ALNPF,ANA Holdings Inc. Ordinary,United States,United States,USD,Transports,Airlines & Air Services
47216.0150000,11-30-2025,HMC,Honda Motor Co Ltd. ADR (Honda Giken Kogyo Kabushiki Kaisha) ADR,Japan,United States,USD,Consumer Discretionary,Automobiles & Motorcycles
46818.7862000,11-30-2025,HDLMY,Heidelberg Materials AG,United States,United States,USD,Industrials,Construction & Engineering
46788.4320000,11-30-2025,LVS,Las Vegas Sands Corp,United States,United States,USD,Consumer Discretionary,Casinos & Gaming
46703.9776000,11-30-2025,CARR,Carrier Global Corp.,United States,United States,USD,Industrials,Electrical Equipment
46569.3777000,11-30-2025,CRZBY,Commerzbank ADR,Germany,United States,USD,Finance,Banks
46456.5600000,11-30-2025,AONNY,Aeon Co Ltd ADR,Japan,United States,USD,Consumer Staples,Retail - Food & Drug
46411.1700000,11-30-2025,BASFY,BASF SE Sponsored ADR,Germany,United States,USD,Materials,Chemicals
