issuer_ticker,as_of_date,iva_company_rating,environmental_pillar_score,climate_change_theme_score,carbon_emissions_score,energy_efficiency_score,prod_carb_ftprnt_score,ins_climate_chg_risk_score
SMG,2025-09-01,BB,2.70,3.90,3.90,,,
SO,2025-09-01,A,5.60,5.90,5.90,,,
DRI,2025-09-01,BBB,1.40,0.10,0.10,,,
APH,2025-09-01,BB,4.50,0.10,0.10,,,
JHG,2025-09-01,AAA,0.10,0.10,0.10,,,
VSH,2025-09-01,BBB,4.40,0.07,0.07,,,
ALL,2025-09-01,AAA,9.10,9.10,9.10,,,
BRKR,2025-09-01,A,0.10,0.10,0.10,,,
SEM,2025-09-01,B,3.30,3.80,3.80,,,
BDX,2025-09-01,BBB,0.10,0.10,0.10,,,
IPAR,2025-09-01,BB,7.90,7.90,0.10,,7.90,
ISRG,2025-09-01,A,0.10,0.10,0.10,,,
JKHY,2025-09-01,A,0.09,0.09,0.09,,,
KLIC,2025-09-01,AA,3.10,8.80,8.80,,,
FOR,2025-09-01,B,2.40,6.30,6.30,,,
BPOP,2025-09-01,A,2.90,2.90,8.30,,,
GRC,2025-09-01,BBB,3.50,7.70,7.70,,,
CNP,2025-09-01,A,0.06,6.30,6.30,,,
RTX,2025-09-01,BBB,4.30,0.10,0.10,,,
AES,2025-09-01,AA,6.80,7.10,7.10,,,
GFF,2025-09-01,A,6.80,0.10,0.10,,,
GPK,2025-09-01,A,4.80,7.10,7.10,,,
AIR,2025-09-01,BBB,3.20,0.10,0.10,,,
IP,2025-09-01,A,5.50,6.60,6.60,,,
IP,2025-09-01,BB,3.90,8.50,8.50,,,
LMAT,2025-09-01,BB,6.40,6.40,6.40,,,
PAYX,2025-09-01,AA,0.10,0.10,0.10,,,
PCAR,2025-09-01,BBB,4.80,0.10,0.10,,,
WRLD,2025-09-01,B,6.70,6.70,6.70,,,
PPG,2025-09-01,AAA,7.70,0.10,0.10,,,
NVR,2025-09-01,A,4.10,0.06,0.06,,,
SPG,2025-09-01,BBB,4.50,6.30,8.80,,6.30,
FR,2025-09-01,AA,7.40,0.10,0.10,,,
PTEN,2025-09-01,BBB,4.60,3.90,3.90,,,
WCC,2025-09-01,AAA,4.50,0.10,0.10,,,
ALGT,2025-09-01,BBB,2.80,2.80,2.80,,,
ECL,2025-09-01,AAA,8.10,0.10,0.10,,,
ENB,2025-09-01,AA,5.50,6.90,6.90,,,
LHX,2025-09-01,A,2.40,0.10,0.10,,,
ITGR,2025-09-01,A,7.80,7.80,7.80,,,
MCY,2025-09-01,B,5.50,5.50,6.70,,,5.50
CMA,2025-09-01,A,1.40,1.40,0.10,,,
CMI,2025-09-01,AAA,5.50,0.10,0.10,,,
AM,2025-09-01,B,2.80,0.10,0.10,,,
AMAT,2025-09-01,AAA,4.80,0.10,0.10,,,
CNOB,2025-09-01,BB,0.00,0.00,6.70,,,
AVT,2025-09-01,AAA,2.80,0.10,0.10,,,
HLIT,2025-09-01,AA,0.02,0.10,0.10,,,
BKE,2025-09-01,BB,0.02,2.10,6.20,,2.10,
BRC,2025-09-01,BBB,4.50,9.70,9.70,,,
KTOS,2025-09-01,A,0.02,6.10,6.10,,,
A,2025-09-01,AA,0.10,0.10,0.10,,,
CNR,2025-09-01,AA,5.90,5.90,5.90,,,
KMI,2025-09-01,AAA,6.40,0.05,0.05,,,
HUBB,2025-09-01,AA,4.50,0.10,0.10,,,
KBR,2025-09-01,AAA,0.10,0.10,0.10,,,
GIS,2025-09-01,AAA,4.50,8.10,9.30,,8.10,
MRK,2025-09-01,A,5.20,0.10,0.10,,,
KAI,2025-09-01,BBB,3.70,9.10,9.10,,,
MKL,2025-09-01,A,5.90,5.90,0.07,,,5.90
MMS,2025-09-01,BBB,0.10,0.10,0.10,,,
SCCO,2025-09-01,BB,2.30,6.20,6.20,,,
TBBK,2025-09-01,BBB,1.20,1.20,7.70,,,
UHS,2025-09-01,CCC,6.50,6.50,6.50,,,
WBS,2025-09-01,BBB,0.30,0.30,0.08,,,
SUN,2025-09-01,AA,5.70,0.10,0.10,,,
WU,2025-09-01,A,0.08,0.08,0.08,,,
POR,2025-09-01,AA,6.80,0.06,0.06,,,
AON,2025-09-01,A,7.80,7.80,0.10,,,7.80
HWM,2025-09-01,A,2.20,0.10,0.10,,,
ALX,2025-09-01,CCC,6.20,0.09,0.09,,,
G,2025-09-01,AAA,0.10,0.10,9.70,,,0.10
CASH,2025-09-01,BBB,0.00,0.00,8.30,,,
CNA,2025-09-01,AA,4.70,0.05,0.05,,,
DXCM,2025-09-01,BBB,8.40,8.40,8.40,,,
LFUS,2025-09-01,A,4.10,9.90,9.90,,,
AORT,2025-09-01,BBB,8.60,8.60,8.60,,,
DX,2025-09-01,BB,6.70,6.70,6.70,,,
HRB,2025-09-01,A,8.90,8.90,8.90,,,
AUPH,2025-09-01,B,4.60,7.70,7.70,,,
LNG,2025-09-01,AAA,0.05,3.50,3.50,,,
LNT,2025-09-01,AA,6.90,5.90,5.90,,,
ORCL,2025-09-01,A,7.50,0.10,0.10,,,
MDT,2025-09-01,BBB,0.10,0.10,0.10,,,
CDP,2025-09-01,A,0.07,9.70,9.70,,,
MANH,2025-09-01,AA,5.20,0.08,0.08,,,
PLAB,2025-09-01,CCC,2.70,5.40,5.40,,,
RDNT,2025-09-01,A,5.90,5.90,5.90,,,
ENOV,2025-09-01,A,8.60,8.60,8.60,,,
TXRH,2025-09-01,BB,1.30,7.70,7.70,,,
RRC,2025-09-01,AA,3.90,3.40,3.40,,,
TKR,2025-09-01,BBB,4.50,0.10,0.10,,,
OKE,2025-09-01,AAA,5.90,0.07,0.07,,,
DTE,2025-09-01,AA,7.30,0.08,0.08,,,
AVY,2025-09-01,AA,5.50,9.30,9.30,,,
SF,2025-09-01,BBB,5.10,5.10,7.70,,,
PCG,2025-09-01,BBB,5.30,0.10,0.10,,,
WAL,2025-09-01,BBB,0.70,0.70,0.08,,,
HEI,2025-09-01,AA,6.10,0.05,0.05,,,
DECK,2025-09-01,AAA,8.20,9.20,0.10,,9.20,
ICFI,2025-09-01,A,0.10,0.10,0.10,,,
IDXX,2025-09-01,AAA,0.10,0.10,0.10,,,
CAR,2025-09-01,AA,0.10,0.10,0.10,,,
CSR,2025-09-01,BBB,4.30,6.30,6.30,,,
ROG,2025-09-01,A,6.50,0.10,0.10,,,
CF,2025-09-01,A,4.80,4.80,0.07,,,
AUB,2025-09-01,AA,5.60,5.60,0.10,,,5.60
VRE,2025-09-01,A,6.90,9.60,9.60,,,
GGG,2025-09-01,AA,4.30,9.10,9.10,,,
GME,2025-09-01,A,0.70,0.70,6.30,,0.70,
BLDR,2025-09-01,A,4.90,7.60,7.60,,,
SLM,2025-09-01,AAA,5.10,5.10,0.10,,,5.10
NI,2025-09-01,AAA,7.20,0.07,0.07,,,
POWL,2025-09-01,A,3.50,6.70,6.70,,,
HOPE,2025-09-01,BB,0.00,0.00,0.07,,,
D,2025-09-01,BBB,4.30,3.70,3.70,,,
AES,2025-09-01,AA,6.80,7.10,7.10,,,
ALG,2025-09-01,AA,3.70,0.10,0.10,,,
ADC,2025-09-01,BB,4.10,6.40,6.40,,,
ALSN,2025-09-01,BB,0.03,8.70,8.70,,,
AMZN,2025-09-01,BBB,6.40,9.90,0.10,,9.90,
AWR,2025-09-01,BBB,0.05,9.10,9.10,,,
AMT,2025-09-01,AAA,0.10,0.10,0.10,,,
RIOT,2025-09-01,CCC,0.90,0.00,0.00,,,
BEN,2025-09-01,BBB,4.60,8.40,8.40,,,
BCRX,2025-09-01,BB,4.10,5.70,5.70,,,
BWA,2025-09-01,AA,0.06,0.10,0.10,,,
MTRN,2025-09-01,A,0.04,0.05,0.05,,,
CBZ,2025-09-01,BBB,0.07,0.07,0.07,,,
CRS,2025-09-01,A,3.50,5.40,5.40,,,
CHE,2025-09-01,A,5.40,5.40,5.40,,,
UAL,2025-09-01,BBB,4.90,4.90,0.05,,,
GT,2025-09-01,AA,2.60,0.10,0.10,,,
CFR,2025-09-01,BB,0.00,0.00,6.70,,,
DVA,2025-09-01,AA,0.10,0.10,0.10,,,
DAR,2025-09-01,AA,5.30,9.90,9.90,,,
ATGE,2025-09-01,BBB,8.10,8.10,8.10,,,
DAL,2025-09-01,AA,0.05,0.05,0.05,,,
DTE,2025-09-01,BBB,0.10,0.10,0.10,,,
DKS,2025-09-01,AA,5.80,5.80,0.10,,5.80,
DGII,2025-09-01,A,4.70,0.08,0.08,,,
DDS,2025-09-01,BB,2.50,2.20,7.30,,2.20,
SATS,2025-09-01,B,6.60,6.60,6.60,,,
EA,2025-09-01,AA,0.09,0.09,0.09,,,
NEE,2025-09-01,AA,7.60,9.30,9.30,,,
FBNC,2025-09-01,BB,0.40,0.40,0.08,,,
FI,2025-09-01,AA,0.10,0.10,0.10,,,
GABC,2025-09-01,BB,0.00,0.00,0.07,,,
DOC,2025-09-01,AA,7.40,9.60,9.60,,,
HAE,2025-09-01,A,8.30,8.30,8.30,,,
HBI,2025-09-01,AA,5.40,9.40,0.10,,9.40,
HAS,2025-09-01,AA,4.10,8.80,8.80,,,
HE,2025-09-01,BB,3.80,3.20,3.20,,,
INDB,2025-09-01,BBB,0.40,0.40,0.08,,,
IOSP,2025-09-01,A,5.10,8.60,8.60,,,
TILE,2025-09-01,A,7.50,7.50,9.80,,7.50,
VIAV,2025-09-01,A,2.60,0.10,0.10,,,
JPM,2025-09-01,A,7.60,7.60,0.10,,,
SAM,2025-09-01,BBB,2.80,0.10,0.10,,,
MGEE,2025-09-01,BBB,5.50,0.05,0.05,,,
TGTX,2025-09-01,CCC,4.60,5.70,5.70,,,
MAS,2025-09-01,BBB,0.06,0.10,0.10,,,
MA,2025-09-01,AA,0.10,0.10,0.10,,,
MKC,2025-09-01,AA,4.70,0.08,9.70,,0.08,
MMS,2025-09-01,AA,0.10,0.10,0.10,,,
MRCY,2025-09-01,AAA,3.70,0.07,0.07,,,
MCHP,2025-09-01,A,5.50,0.09,0.09,,,
LH,2025-09-01,AA,0.10,0.10,0.10,,,
NVDA,2025-09-01,AA,6.50,8.90,8.90,,,
OKE,2025-09-01,AAA,5.90,0.07,0.07,,,
OC,2025-09-01,AA,5.80,7.20,7.20,,,
RVTY,2025-09-01,AAA,0.10,0.10,0.10,,,
PLUG,2025-09-01,A,5.60,0.06,0.06,,,
PBH,2025-09-01,BB,2.30,8.40,8.40,,,
RBC,2025-09-01,CCC,1.40,6.10,6.10,,,
RPM,2025-09-01,BBB,5.10,0.08,0.08,,,
RS,2025-09-01,BBB,2.60,3.90,3.90,,,
RSG,2025-09-01,A,5.60,6.60,6.60,,,
RUSHA,2025-09-01,AA,3.50,3.20,6.40,,3.20,
AUB,2025-09-01,BBB,0.20,0.20,0.08,,,
LNW,2025-09-01,A,6.60,6.60,6.60,,,
SEE,2025-09-01,A,4.90,0.09,0.09,,,
SXT,2025-09-01,A,5.80,9.70,9.70,,,
LH,2025-09-01,AA,0.10,0.10,0.10,,,
ASTH,2025-09-01,BBB,5.90,5.90,5.90,,,
SSRM,2025-09-01,BBB,2.40,4.90,4.90,,,
TER,2025-09-01,BBB,2.70,0.10,0.10,,,
USPH,2025-09-01,BB,5.90,5.90,5.90,,,
KMPR,2025-09-01,BBB,0.03,0.03,0.08,,,0.03
VLO,2025-09-01,A,4.90,6.60,6.60,,,
DG,2025-09-01,BBB,5.10,0.10,0.10,,,
WHR,2025-09-01,AAA,7.80,0.10,0.10,,,
WTM,2025-09-01,BB,2.90,2.90,6.70,,,2.90
WKC,2025-09-01,A,4.20,4.40,4.40,,,
LULU,2025-09-01,AA,5.90,0.10,9.80,,0.10,
AEP,2025-09-01,BBB,5.20,0.04,0.04,,,
BAC,2025-09-01,A,8.20,8.20,0.10,,,
AILIH,2025-09-01,A,6.60,7.10,7.10,,,
CNLHN,2025-09-01,AA,7.30,0.10,0.10,,,
ALLY,2025-09-01,A,9.70,9.70,9.70,,,
GLP,2025-09-01,AA,7.10,0.08,0.08,,,
RSI,2025-09-01,A,0.02,0.10,4.60,,0.10,
SPH,2025-09-01,BBB,3.50,3.40,3.40,,,
NXST,2025-09-01,BBB,0.08,0.08,0.08,,,
LNT,2025-09-01,A,6.30,4.20,4.20,,,
OMF,2025-09-01,A,0.08,0.08,0.07,,,
CNP,2025-09-01,A,0.06,6.30,6.30,,,
DTE,2025-09-01,AA,6.30,6.90,6.90,,,
CNK,2025-09-01,AA,8.30,8.30,8.30,,,
HRI,2025-09-01,AAA,5.40,0.10,0.10,,,
MUR,2025-09-01,AA,4.10,3.80,3.80,,,
FDS,2025-09-01,AA,0.10,0.10,0.10,,,
AFL,2025-09-01,AA,5.10,5.10,9.70,,,5.10
CLS,2025-09-01,AA,0.04,0.10,0.10,,,
COHU,2025-09-01,BB,0.04,0.10,0.10,,,
CENX,2025-09-01,BB,2.20,2.20,2.20,,,
COST,2025-09-01,BBB,0.06,7.30,0.10,,7.30,
ARE,2025-09-01,BB,6.30,9.80,9.80,,,
BAC,2025-09-01,A,8.20,8.20,0.10,,,
DORM,2025-09-01,BBB,2.80,0.08,0.08,,,
GPOR,2025-09-01,BB,1.40,0.50,0.50,,,
SNEX,2025-09-01,BB,0.02,0.02,6.70,,,
AI,2025-09-01,A,3.90,4.30,4.30,,,
CWT,2025-09-01,A,6.10,9.10,9.10,,,
EGP,2025-09-01,BBB,5.70,6.70,6.70,,,
DIS,2025-09-01,B,2.20,0.80,0.80,,,
FCX,2025-09-01,BBB,2.70,0.07,0.07,,,
LRN,2025-09-01,A,0.08,0.08,0.08,,,
HAS,2025-09-01,A,0.10,0.10,0.10,,,
XOM,2025-09-01,BB,4.30,5.90,5.90,,,
PB,2025-09-01,BB,1.60,1.60,0.08,,,
UCTT,2025-09-01,BB,2.50,7.90,7.90,,,
RHI,2025-09-01,AA,9.70,9.70,9.70,,,
DUK,2025-09-01,AA,5.80,5.80,5.80,,,
RNR,2025-09-01,BBB,4.10,4.10,8.70,,,4.10
WSO,2025-09-01,BBB,0.03,0.08,0.08,,,
ELV,2025-09-01,AAA,0.10,0.10,0.10,,,
RBA,2025-09-01,AA,0.10,0.10,0.10,,,
LEG,2025-09-01,A,7.90,7.90,7.90,,,
AMG,2025-09-01,A,0.10,0.10,0.10,,,
CENT,2025-09-01,BB,2.30,1.90,6.40,,1.90,
GM,2025-09-01,BBB,5.60,4.70,6.70,,4.70,
DELL,2025-09-01,A,5.40,0.10,0.10,,,
HSIC,2025-09-01,AA,0.10,0.10,0.10,,,
XPEL,2025-09-01,AA,2.50,3.40,3.40,,,
CMG,2025-09-01,A,3.10,0.10,0.10,,,
CME,2025-09-01,BBB,9.30,9.30,9.30,,,
ADP,2025-09-01,AAA,0.10,0.10,0.10,,,
EOG,2025-09-01,A,4.70,4.80,4.80,,,
FNMA,2025-09-01,A,5.50,5.50,8.30,,,
COST,2025-09-01,AA,3.90,0.10,0.10,,,
KMB,2025-09-01,AAA,6.10,9.10,9.30,,9.10,
LTH,2025-09-01,A,5.20,8.80,8.80,,,
KRG,2025-09-01,BB,5.10,9.70,9.70,,,
PODD,2025-09-01,A,8.70,8.70,8.70,,,
WFC,2025-09-01,BBB,8.10,8.10,0.10,,,
PRO,2025-09-01,AA,5.30,8.30,8.30,,,
VNO,2025-09-01,BB,7.10,9.10,9.10,,,
CUBE,2025-09-01,BBB,4.90,9.60,9.60,,,
SNA,2025-09-01,BBB,0.05,9.50,9.50,,,
SKY,2025-09-01,BBB,3.80,7.80,7.80,,,
RCL,2025-09-01,BBB,4.20,0.06,0.06,,,
SAFE,2025-09-01,BB,4.60,8.60,8.60,,,
AGM,2025-09-01,BBB,0.00,0.00,6.70,,,
ATLC,2025-09-01,B,6.70,6.70,6.70,,,
CSCO,2025-09-01,AA,0.06,0.10,0.10,,,
ENSG,2025-09-01,A,6.70,6.70,6.70,,,
BMI,2025-09-01,AAA,6.60,0.10,0.10,,,
DLTR,2025-09-01,AA,5.20,7.50,0.10,,7.50,
HCSG,2025-09-01,BBB,0.05,0.05,0.05,,,
JPM,2025-09-01,A,7.60,7.60,0.10,,,
CCL,2025-09-01,BB,3.40,5.90,5.90,,,
OPCH,2025-09-01,AAA,5.90,5.90,5.90,,,
OPK,2025-09-01,BBB,6.10,6.10,6.10,,,
EAT,2025-09-01,AA,1.30,0.08,0.08,,,
FBP,2025-09-01,A,2.30,2.30,0.08,,,
MSFT,2025-09-01,A,7.20,9.10,9.10,,,
PAG,2025-09-01,BB,2.90,2.70,7.90,,2.70,
OMC,2025-09-01,BB,9.80,9.80,9.80,,,
MRVL,2025-09-01,AA,3.80,8.90,8.90,,,
NTAP,2025-09-01,AAA,0.04,0.10,0.10,,,
WSBC,2025-09-01,BB,1.20,1.20,0.08,,,
TSCO,2025-09-01,AAA,9.50,9.50,0.10,,9.50,
WINA,2025-09-01,AA,0.80,0.80,5.70,,0.80,
ZBRA,2025-09-01,A,3.10,9.20,9.20,,,
TTWO,2025-09-01,A,0.09,0.09,0.09,,,
UFPT,2025-09-01,A,0.07,0.07,0.07,,,
UGI,2025-09-01,AAA,0.06,7.50,7.50,,,
WAB,2025-09-01,BBB,3.40,0.10,0.10,,,
CMA,2025-09-01,B,2.20,3.30,3.30,,,
DHC,2025-09-01,B,0.06,8.30,8.30,,,
SCL,2025-09-01,A,5.90,8.50,8.50,,,
AB,2025-09-01,B,0.00,0.00,0.07,,,
APA,2025-09-01,A,3.90,3.90,0.50,,,
BKD,2025-09-01,A,8.10,8.10,8.10,,,
IFF,2025-09-01,A,6.60,0.09,0.09,,,
CACI,2025-09-01,A,8.70,8.70,8.70,,,
WY,2025-09-01,AA,6.60,9.40,9.40,,,
INTC,2025-09-01,AAA,7.20,0.10,0.10,,,
COR,2025-09-01,AA,0.10,0.10,0.10,,,
AMGN,2025-09-01,A,7.70,0.10,0.10,,,
COLM,2025-09-01,AA,5.30,6.70,0.10,,6.70,
EXLS,2025-09-01,AA,0.10,0.10,0.10,,,
HURN,2025-09-01,A,0.08,0.08,0.08,,,
ALGM,2025-09-01,BB,4.10,9.60,9.60,,,
GPC,2025-09-01,AA,4.10,4.10,9.30,,4.10,
HL,2025-09-01,A,3.40,6.90,6.90,,,
FOUR,2025-09-01,AA,9.70,9.70,9.70,,,
ARCB,2025-09-01,AA,7.10,7.10,7.10,,,
PFS,2025-09-01,BBB,0.00,0.00,6.70,,,
LH,2025-09-01,BB,3.50,9.10,9.10,,,
PNFP,2025-09-01,BBB,0.00,0.00,0.08,,,
MELI,2025-09-01,AA,9.70,9.70,9.70,,,
OLED,2025-09-01,BB,4.30,3.70,3.70,,,
PRGS,2025-09-01,AAA,6.80,8.70,8.70,,,
OMCL,2025-09-01,AA,8.70,8.70,8.70,,,
NSSC,2025-09-01,B,2.10,6.70,6.70,,,
NXST,2025-09-01,BBB,0.08,0.08,0.08,,,
PENN,2025-09-01,BBB,4.80,4.80,4.80,,,
UFPI,2025-09-01,BB,3.80,6.10,6.10,,,
SNX,2025-09-01,A,2.90,0.10,0.10,,,
ONB,2025-09-01,BBB,1.10,1.10,8.30,,,
WEX,2025-09-01,AA,9.70,9.70,9.70,,,
PFE,2025-09-01,BBB,6.20,0.10,0.10,,,
AOS,2025-09-01,BBB,6.70,0.10,0.10,,,
ACAD,2025-09-01,B,1.90,6.70,6.70,,,
AES,2025-09-01,BBB,5.50,0.09,0.09,,,
ANF,2025-09-01,AA,6.70,0.10,0.10,,0.10,
AKR,2025-09-01,BBB,0.06,7.30,7.30,,,
MSFT,2025-09-01,A,7.20,9.10,9.10,,,
ARLP,2025-09-01,BB,0.02,0.00,0.00,,,
MO,2025-09-01,A,3.60,0.10,0.10,,,
ANDE,2025-09-01,AAA,7.40,3.40,7.70,,3.40,
AIT,2025-09-01,A,4.20,8.50,8.50,,,
TFC,2025-09-01,BBB,2.60,2.60,0.10,,,
FRHC,2025-09-01,BB,4.60,4.60,8.30,,,
BBSI,2025-09-01,B,6.70,6.70,6.70,,,
BLKB,2025-09-01,AA,7.50,7.50,0.10,,,
GRBK,2025-09-01,BBB,3.50,5.80,5.80,,,
BLK,2025-09-01,A,0.10,0.10,0.10,,,
BMY,2025-09-01,A,4.30,0.10,0.10,,,
BLND,2025-09-01,AAA,0.06,9.60,9.60,,,
AZTA,2025-09-01,AA,0.10,0.10,0.10,,,
BRO,2025-09-01,A,7.10,7.10,0.08,,,7.10
BG,2025-09-01,AAA,5.40,9.50,9.50,,,
CMS,2025-09-01,AA,7.30,7.80,7.80,,,
CNMD,2025-09-01,A,7.80,7.80,7.80,,,
CVI,2025-09-01,BB,1.80,1.90,1.90,,,
CASY,2025-09-01,AAA,5.70,7.80,8.20,,7.80,
CNC,2025-09-01,AA,9.30,9.30,9.30,,,
CRUS,2025-09-01,AA,3.80,8.80,8.80,,,
CL,2025-09-01,AAA,5.40,0.10,0.10,,0.10,
COMM,2025-09-01,AA,2.90,0.10,0.10,,,
CBSH,2025-09-01,BBB,2.10,2.10,0.10,,,
CMG,2025-09-01,A,4.80,7.20,7.20,,,
DBD,2025-09-01,A,4.10,0.10,0.10,,,
DY,2025-09-01,A,2.20,7.90,7.90,,,
LLY,2025-09-01,A,4.50,0.10,0.10,,,
EMR,2025-09-01,BBB,6.60,0.10,0.10,,,
ENB,2025-09-01,AA,5.50,6.90,2.70,,,
ETR,2025-09-01,BBB,6.40,6.40,6.40,,,
EFX,2025-09-01,BBB,0.10,0.10,0.10,,,
ESS,2025-09-01,B,4.70,8.90,8.90,,,
EL,2025-09-01,A,6.20,0.10,8.80,,0.10,
FLS,2025-09-01,AA,4.30,0.10,0.10,,,
FNB,2025-09-01,BB,1.40,1.40,0.08,,,
FAST,2025-09-01,BBB,3.30,0.10,0.10,,,
ESNT,2025-09-01,AA,5.80,9.60,9.60,,,
FA,2025-09-01,AA,7.50,7.50,7.50,,,
RNST,2025-09-01,B,0.60,0.60,0.08,,,
BEN,2025-09-01,BBB,9.30,9.30,9.30,,,
GATX,2025-09-01,AA,7.40,7.40,7.40,,,
NOVT,2025-09-01,AA,3.50,0.10,0.10,,,
TXG,2025-09-01,AA,2.60,5.50,5.50,,,
HALO,2025-09-01,BBB,0.05,7.90,7.90,,,
HIG,2025-09-01,AA,7.70,7.70,0.10,,,7.70
HLX,2025-09-01,BBB,7.70,9.10,9.10,,,
HP,2025-09-01,BB,3.70,4.40,4.40,,,
HOLX,2025-09-01,AA,8.60,8.60,8.60,,,
HUM,2025-09-01,AA,0.10,0.10,0.10,,,
IONS,2025-09-01,A,5.40,0.08,0.08,,,
ITRI,2025-09-01,AAA,4.80,0.10,0.10,,,
KEY,2025-09-01,BBB,1.60,1.60,0.10,,,
LSTR,2025-09-01,AA,5.90,5.90,5.90,,,
